Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1665,5,chromatic,"5,2,6,1,2,0,5,7,1,3,4,6,0,2,0,6",swapped,shifted,-1,8,"13,8,14,7,8,5,13,15,7,9,12,14,5,8,5,14","13,8,14,7,8,5,13,7,15,9,12,14,5,8,5,14","13,8,14,7,8,5,13,15,6,9,12,14,5,8,5,14",false,
S1C1665,5,diatonic,"4,5,4,3,0,2,1,4,2,1,5,0,5,3,1,3",swapped,shifted,1,8,"12,14,12,9,2,7,5,12,7,5,14,2,14,9,5,9","12,14,12,9,2,7,5,7,12,5,14,2,14,9,5,9","12,14,12,9,2,7,5,12,8,5,14,2,14,9,5,9",false,
S1C1665,5,diatonic,"4,3,4,2,0,1,3,4,0,3,0,2,3,5,4,2",shifted,swapped,-1,8,"12,9,12,7,2,4,9,12,2,9,2,7,9,14,12,7","12,9,12,7,2,4,9,2,12,9,2,7,9,14,12,7","12,9,12,7,2,4,9,12,1,9,2,7,9,14,12,7",false,
S1C1665,5,diatonic,"2,3,4,1,4,5,3,4,5,3,1,5,4,1,0,2",shifted,swapped,1,7,"7,9,11,4,11,14,9,11,14,9,4,14,11,4,2,7","7,9,11,4,11,14,9,14,11,9,4,14,11,4,2,7","7,9,11,4,11,14,9,12,14,9,4,14,11,4,2,7",false,
S1C1665,5,chromatic,"5,2,3,5,1,3,0,2,6,7,0,6,1,4,6,2",shifted,swapped,1,7,"12,7,10,12,5,10,3,7,13,14,3,13,5,11,13,7","12,7,10,12,5,10,3,13,7,14,3,13,5,11,13,7","12,7,10,12,5,10,3,8,13,14,3,13,5,11,13,7",false,
S1C1665,5,diatonic,"4,3,5,2,4,5,4,5,0,1,5,1,3,0,1,5",swapped,shifted,-1,7,"12,9,14,7,12,14,12,14,2,4,14,4,9,2,4,14","12,9,14,7,12,14,12,2,14,4,14,4,9,2,4,14","12,9,14,7,12,14,12,13,2,4,14,4,9,2,4,14",false,
S1C1665,5,diatonic,"3,1,0,1,2,3,0,2,3,5,2,4,5,4,0,4",shifted,swapped,1,7,"9,4,2,4,6,9,2,6,9,14,6,11,14,11,2,11","9,4,2,4,6,9,2,9,6,14,6,11,14,11,2,11","9,4,2,4,6,9,2,7,9,14,6,11,14,11,2,11",false,
S1C1665,5,diatonic,"2,4,3,1,5,3,4,5,1,0,3,1,0,5,3,1",shifted,swapped,1,8,"7,12,10,5,14,10,12,14,5,2,10,5,2,14,10,5","7,12,10,5,14,10,12,5,14,2,10,5,2,14,10,5","7,12,10,5,14,10,12,14,6,2,10,5,2,14,10,5",false,
S1C1665,5,diatonic,"1,3,2,3,4,1,3,1,4,2,4,3,1,0,3,1",swapped,shifted,1,8,"7,11,9,11,14,7,11,7,14,9,14,11,7,4,11,7","7,11,9,11,14,7,11,14,7,9,14,11,7,4,11,7","7,11,9,11,14,7,11,7,15,9,14,11,7,4,11,7",false,
S1C1665,5,diatonic,"0,2,3,1,4,1,2,0,1,2,3,4,1,3,2,3",shifted,swapped,-1,8,"2,7,9,5,12,5,7,2,5,7,9,12,5,9,7,9","2,7,9,5,12,5,7,5,2,7,9,12,5,9,7,9","2,7,9,5,12,5,7,2,4,7,9,12,5,9,7,9",false,
