Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1213,2,chromatic,"2,4,5,6,0,6,3,1,0,2,5,1",shifted,swapped,-1,6,"6,9,11,13,4,13,8,5,4,6,11,5","6,9,11,13,4,8,13,5,4,6,11,5","6,9,11,13,4,13,7,5,4,6,11,5",false,
S1C1213,2,diatonic,"1,3,1,4,2,4,5,0,1,5,3,5",shifted,swapped,-1,5,"3,8,3,10,5,10,13,1,3,13,8,13","3,8,3,10,5,13,10,1,3,13,8,13","3,8,3,10,5,9,13,1,3,13,8,13",false,
S1C1213,2,chromatic,"6,8,7,3,0,5,2,4,1,0,5,8",swapped,shifted,-1,6,"10,14,11,6,2,9,5,7,3,2,9,14","10,14,11,6,2,5,9,7,3,2,9,14","10,14,11,6,2,9,4,7,3,2,9,14",false,
S1C1213,2,chromatic,"4,1,2,4,7,0,3,2,6,1,5,3",shifted,swapped,1,6,"9,4,6,9,13,3,7,6,12,4,10,7","9,4,6,9,13,7,3,6,12,4,10,7","9,4,6,9,13,3,8,6,12,4,10,7",false,
S1C1213,2,diatonic,"5,4,1,0,3,2,0,5,3,2,4,0",shifted,swapped,1,5,"13,11,4,1,8,6,1,13,8,6,11,1","13,11,4,1,8,1,6,13,8,6,11,1","13,11,4,1,8,7,1,13,8,6,11,1",false,
S1C1213,2,diatonic,"2,4,3,4,0,4,5,2,5,1,4,2",swapped,shifted,1,6,"6,10,8,10,1,10,13,6,13,3,10,6","6,10,8,10,1,13,10,6,13,3,10,6","6,10,8,10,1,10,14,6,13,3,10,6",false,
S1C1213,2,diatonic,"2,3,2,4,5,1,0,3,5,4,2,1",shifted,swapped,-1,5,"6,8,6,11,13,4,1,8,13,11,6,4","6,8,6,11,13,1,4,8,13,11,6,4","6,8,6,11,13,3,1,8,13,11,6,4",false,
S1C1213,2,chromatic,"1,6,7,0,3,8,2,6,8,9,5,4",swapped,shifted,1,5,"4,9,10,2,6,11,5,9,11,13,8,7","4,9,10,2,6,5,11,9,11,13,8,7","4,9,10,2,6,12,5,9,11,13,8,7",false,
S1C1213,2,diatonic,"4,2,5,2,4,1,2,3,2,5,1,0",swapped,shifted,-1,6,"11,6,13,6,11,3,6,8,6,13,3,1","11,6,13,6,11,6,3,8,6,13,3,1","11,6,13,6,11,3,5,8,6,13,3,1",false,
S1C1213,2,chromatic,"6,2,5,3,6,4,5,6,2,5,1,0",swapped,shifted,1,5,"12,7,11,8,12,9,11,12,7,11,6,4","12,7,11,8,12,11,9,12,7,11,6,4","12,7,11,8,12,10,11,12,7,11,6,4",false,
S1C1213,2,diatonic,"0,1,4,1,4,3,1,0,3,4,2,5",shifted,swapped,-1,6,"1,3,10,3,10,8,3,1,8,10,6,13","1,3,10,3,10,3,8,1,8,10,6,13","1,3,10,3,10,8,2,1,8,10,6,13",false,
S1C1213,2,diatonic,"1,0,1,4,3,2,0,4,2,3,5,3",swapped,shifted,1,5,"4,1,4,11,9,6,1,11,6,9,13,9","4,1,4,11,9,1,6,11,6,9,13,9","4,1,4,11,9,7,1,11,6,9,13,9",false,
S1C1213,2,chromatic,"1,2,6,5,3,0,2,1,2,4,3,6",shifted,swapped,-1,6,"4,7,14,12,8,3,7,4,7,11,8,14","4,7,14,12,8,7,3,4,7,11,8,14","4,7,14,12,8,3,6,4,7,11,8,14",false,
S1C1213,2,chromatic,"1,4,3,2,0,3,5,6,8,9,7,9",swapped,shifted,1,6,"3,7,6,4,2,6,8,10,13,14,11,14","3,7,6,4,2,8,6,10,13,14,11,14","3,7,6,4,2,6,9,10,13,14,11,14",false,
S1C1213,2,diatonic,"5,4,5,4,1,2,4,3,4,5,0,4",shifted,swapped,1,5,"13,11,13,11,4,6,11,9,11,13,1,11","13,11,13,11,4,11,6,9,11,13,1,11","13,11,13,11,4,7,11,9,11,13,1,11",false,
S1C1213,2,chromatic,"0,3,5,1,2,7,1,4,7,6,0,2",swapped,shifted,-1,5,"2,7,9,5,6,12,5,8,12,10,2,6","2,7,9,5,6,5,12,8,12,10,2,6","2,7,9,5,6,11,5,8,12,10,2,6",false,
S1C1213,2,diatonic,"4,3,0,2,1,2,3,1,3,1,2,4",swapped,shifted,-1,6,"13,10,3,8,5,8,10,5,10,5,8,13","13,10,3,8,5,10,8,5,10,5,8,13","13,10,3,8,5,8,9,5,10,5,8,13",false,
S1C1213,2,diatonic,"1,3,1,2,1,5,3,0,5,4,0,3",swapped,shifted,1,6,"3,8,3,6,3,13,8,1,13,11,1,8","3,8,3,6,3,8,13,1,13,11,1,8","3,8,3,6,3,13,9,1,13,11,1,8",false,
S1C1213,2,chromatic,"1,5,7,9,2,8,3,6,3,0,4,1",shifted,swapped,1,5,"4,9,11,14,5,12,6,10,6,3,7,4","4,9,11,14,5,6,12,10,6,3,7,4","4,9,11,14,5,13,6,10,6,3,7,4",false,
S1C1213,2,chromatic,"6,2,0,6,5,0,4,5,1,4,6,3",shifted,swapped,-1,5,"14,9,6,14,13,6,12,13,7,12,14,10","14,9,6,14,13,12,6,13,7,12,14,10","14,9,6,14,13,5,12,13,7,12,14,10",false,
