Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0811,5,diatonic,"4,2,0,1,3,4,0,2",swapped,shifted,1,4,"13,8,3,5,10,13,3,8","13,8,3,10,5,13,3,8","13,8,3,5,11,13,3,8",false,
S1C0811,5,chromatic,"1,5,4,6,0,3,7,2",shifted,swapped,-1,3,"5,10,8,12,4,7,14,6","5,10,8,4,12,7,14,6","5,10,8,11,4,7,14,6",false,
S1C0811,5,diatonic,"4,3,1,0,3,2,5,4",shifted,swapped,-1,3,"10,8,3,1,8,6,13,10","10,8,3,8,1,6,13,10","10,8,3,0,8,6,13,10",false,
S1C0811,5,diatonic,"2,0,1,3,2,4,5,0",shifted,swapped,-1,3,"6,1,4,8,6,11,13,1","6,1,4,6,8,11,13,1","6,1,4,7,6,11,13,1",false,
S1C0811,5,diatonic,"3,1,3,1,2,4,1,0",swapped,shifted,1,4,"9,4,9,4,6,11,4,1","9,4,9,6,4,11,4,1","9,4,9,4,7,11,4,1",false,
S1C0811,5,diatonic,"1,2,5,3,0,4,2,5",shifted,swapped,1,3,"4,6,13,8,1,11,6,13","4,6,13,1,8,11,6,13","4,6,13,9,1,11,6,13",false,
S1C0811,5,chromatic,"1,3,2,5,4,3,0,6",swapped,shifted,1,4,"5,8,6,12,9,8,3,13","5,8,6,9,12,8,3,13","5,8,6,12,10,8,3,13",false,
S1C0811,5,diatonic,"1,0,3,0,2,3,1,4",swapped,shifted,-1,3,"3,1,8,1,6,8,3,11","3,1,8,6,1,8,3,11","3,1,8,0,6,8,3,11",false,
S1C0811,5,diatonic,"4,2,1,3,0,1,3,0",shifted,swapped,-1,3,"13,9,6,11,4,6,11,4","13,9,6,4,11,6,11,4","13,9,6,10,4,6,11,4",false,
S1C0811,5,chromatic,"2,0,1,3,5,4,0,3",shifted,swapped,1,3,"10,6,8,11,14,13,6,11","10,6,8,14,11,13,6,11","10,6,8,12,14,13,6,11",false,
S1C0811,5,diatonic,"4,2,1,0,3,2,5,2",swapped,shifted,-1,4,"11,6,3,1,8,6,13,6","11,6,3,8,1,6,13,6","11,6,3,1,7,6,13,6",false,
S1C0811,5,chromatic,"0,3,1,4,3,5,3,2",swapped,shifted,1,3,"2,6,3,8,6,14,6,5","2,6,3,6,8,14,6,5","2,6,3,9,6,14,6,5",false,
S1C0811,5,diatonic,"1,0,2,0,3,5,4,0",shifted,swapped,1,4,"3,1,6,1,8,13,10,1","3,1,6,8,1,13,10,1","3,1,6,1,9,13,10,1",false,
S1C0811,5,chromatic,"1,2,4,7,6,5,0,3",shifted,swapped,-1,3,"3,5,7,14,9,8,2,6","3,5,7,9,14,8,2,6","3,5,7,13,9,8,2,6",false,
S1C0811,5,chromatic,"6,5,2,4,3,0,1,7",shifted,swapped,-1,4,"12,11,6,10,9,2,5,14","12,11,6,9,10,2,5,14","12,11,6,10,8,2,5,14",false,
S1C0811,5,chromatic,"5,1,3,5,0,4,0,2",shifted,swapped,1,4,"13,7,11,13,5,12,5,8","13,7,11,5,13,12,5,8","13,7,11,13,6,12,5,8",false,
S1C0811,5,chromatic,"4,6,4,1,5,3,2,0",swapped,shifted,1,3,"12,14,12,4,13,10,6,3","12,14,12,13,4,10,6,3","12,14,12,5,13,10,6,3",false,
S1C0811,5,chromatic,"3,6,4,5,2,1,0,5",swapped,shifted,-1,4,"11,14,12,13,8,6,3,13","11,14,12,8,13,6,3,13","11,14,12,13,7,6,3,13",false,
S1C0811,5,chromatic,"3,2,4,0,1,5,0,4",swapped,shifted,-1,4,"7,6,8,2,5,13,2,8","7,6,8,5,2,13,2,8","7,6,8,2,4,13,2,8",false,
S1C0811,5,diatonic,"0,1,3,4,2,3,0,5",swapped,shifted,1,4,"1,3,8,10,5,8,1,13","1,3,8,5,10,8,1,13","1,3,8,10,6,8,1,13",false,
