Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1617,3,diatonic,"0,1,0,1,5,3,1,2,0,3,2,5,3,1,4,0",shifted,swapped,1,8,"-2,1,-2,1,10,6,1,3,-2,6,3,10,6,1,8,-2","-2,1,-2,1,10,6,1,-2,3,6,3,10,6,1,8,-2","-2,1,-2,1,10,6,1,3,-1,6,3,10,6,1,8,-2",false,
S1C1617,3,diatonic,"5,3,0,1,4,3,4,1,3,5,4,3,0,4,2,4",shifted,swapped,-1,8,"10,5,-2,0,8,5,8,0,5,10,8,5,-2,8,3,8","10,5,-2,0,8,5,8,5,0,10,8,5,-2,8,3,8","10,5,-2,0,8,5,8,0,4,10,8,5,-2,8,3,8",false,
S1C1617,3,chromatic,"1,2,7,6,8,7,5,4,6,2,3,0,6,0,1,2",shifted,swapped,1,8,"-1,1,8,6,9,8,4,3,6,1,2,-2,6,-2,-1,1","-1,1,8,6,9,8,4,6,3,1,2,-2,6,-2,-1,1","-1,1,8,6,9,8,4,3,7,1,2,-2,6,-2,-1,1",false,
S1C1617,3,chromatic,"6,4,5,2,4,8,7,5,4,1,8,3,8,2,4,0",swapped,shifted,-1,7,"5,2,4,0,2,8,7,4,2,-1,8,1,8,0,2,-2","5,2,4,0,2,8,7,2,4,-1,8,1,8,0,2,-2","5,2,4,0,2,8,7,3,2,-1,8,1,8,0,2,-2",false,
S1C1617,3,diatonic,"4,2,3,2,5,2,4,3,2,4,1,4,1,0,5,1",swapped,shifted,1,7,"8,3,6,3,10,3,8,6,3,8,1,8,1,-2,10,1","8,3,6,3,10,3,8,3,6,8,1,8,1,-2,10,1","8,3,6,3,10,3,8,7,3,8,1,8,1,-2,10,1",false,
S1C1617,3,chromatic,"4,2,6,7,3,1,2,5,0,4,1,4,7,6,1,3",shifted,swapped,1,8,"4,2,7,9,3,1,2,5,-1,4,1,4,9,7,1,3","4,2,7,9,3,1,2,-1,5,4,1,4,9,7,1,3","4,2,7,9,3,1,2,5,0,4,1,4,9,7,1,3",false,
S1C1617,3,chromatic,"4,1,3,2,0,1,3,4,0,6,3,5,4,7,0,1",swapped,shifted,1,7,"3,-1,2,0,-2,-1,2,3,-2,6,2,5,3,8,-2,-1","3,-1,2,0,-2,-1,2,-2,3,6,2,5,3,8,-2,-1","3,-1,2,0,-2,-1,2,4,-2,6,2,5,3,8,-2,-1",false,
S1C1617,3,diatonic,"4,2,3,2,4,1,3,0,2,5,0,4,5,1,4,2",swapped,shifted,-1,8,"7,2,5,2,7,0,5,-2,2,10,-2,7,10,0,7,2","7,2,5,2,7,0,5,2,-2,10,-2,7,10,0,7,2","7,2,5,2,7,0,5,-2,1,10,-2,7,10,0,7,2",false,
S1C1617,3,chromatic,"8,6,5,0,4,0,4,0,6,7,3,1,0,2,3,2",swapped,shifted,-1,8,"9,7,5,-3,3,-3,3,-3,7,8,2,-2,-3,1,2,1","9,7,5,-3,3,-3,3,7,-3,8,2,-2,-3,1,2,1","9,7,5,-3,3,-3,3,-3,6,8,2,-2,-3,1,2,1",false,
S1C1617,3,chromatic,"1,6,2,5,7,1,4,7,3,5,0,1,4,8,9,3",swapped,shifted,-1,8,"0,6,1,5,7,0,4,7,3,5,-2,0,4,8,9,3","0,6,1,5,7,0,4,3,7,5,-2,0,4,8,9,3","0,6,1,5,7,0,4,7,2,5,-2,0,4,8,9,3",false,
S1C1617,3,chromatic,"6,5,8,9,5,8,3,9,2,7,2,9,1,4,0,1",shifted,swapped,-1,7,"5,4,7,9,4,7,1,9,0,6,0,9,-1,3,-3,-1","5,4,7,9,4,7,1,0,9,6,0,9,-1,3,-3,-1","5,4,7,9,4,7,1,8,0,6,0,9,-1,3,-3,-1",false,
S1C1617,3,diatonic,"5,3,5,2,1,2,1,0,3,5,2,1,2,4,1,2",swapped,shifted,-1,7,"10,5,10,3,1,3,1,-2,5,10,3,1,3,8,1,3","10,5,10,3,1,3,1,5,-2,10,3,1,3,8,1,3","10,5,10,3,1,3,1,-3,5,10,3,1,3,8,1,3",false,
S1C1617,3,chromatic,"0,2,0,6,7,3,1,9,6,4,8,3,4,2,10,5",shifted,swapped,1,8,"-3,-1,-3,4,6,0,-2,8,4,1,7,0,1,-1,9,2","-3,-1,-3,4,6,0,-2,4,8,1,7,0,1,-1,9,2","-3,-1,-3,4,6,0,-2,8,5,1,7,0,1,-1,9,2",false,
S1C1617,3,diatonic,"5,4,3,1,3,0,2,1,5,2,0,1,2,3,5,1",shifted,swapped,1,7,"10,8,5,0,5,-2,3,0,10,3,-2,0,3,5,10,0","10,8,5,0,5,-2,3,10,0,3,-2,0,3,5,10,0","10,8,5,0,5,-2,3,1,10,3,-2,0,3,5,10,0",false,
S1C1617,3,chromatic,"7,6,7,3,5,7,0,1,3,5,0,2,4,1,3,0",shifted,swapped,1,7,"7,6,7,3,5,7,-3,0,3,5,-3,2,4,0,3,-3","7,6,7,3,5,7,-3,3,0,5,-3,2,4,0,3,-3","7,6,7,3,5,7,-3,1,3,5,-3,2,4,0,3,-3",false,
S1C1617,3,diatonic,"2,0,1,2,0,2,0,2,1,4,0,3,1,3,4,2",swapped,shifted,-1,7,"5,0,3,5,0,5,0,5,3,10,0,7,3,7,10,5","5,0,3,5,0,5,0,3,5,10,0,7,3,7,10,5","5,0,3,5,0,5,0,4,3,10,0,7,3,7,10,5",false,
S1C1617,3,diatonic,"1,3,0,1,3,1,3,4,0,2,0,5,3,1,0,3",shifted,swapped,1,7,"0,5,-2,0,5,0,5,7,-2,2,-2,10,5,0,-2,5","0,5,-2,0,5,0,5,-2,7,2,-2,10,5,0,-2,5","0,5,-2,0,5,0,5,8,-2,2,-2,10,5,0,-2,5",false,
S1C1617,3,chromatic,"3,7,4,1,4,8,4,2,0,8,1,5,6,7,1,4",swapped,shifted,-1,7,"1,7,2,-2,2,8,2,0,-3,8,-2,5,6,7,-2,2","1,7,2,-2,2,8,2,-3,0,8,-2,5,6,7,-2,2","1,7,2,-2,2,8,2,-1,-3,8,-2,5,6,7,-2,2",false,
S1C1617,3,diatonic,"0,1,2,1,2,4,3,1,4,3,1,5,4,0,3,2",shifted,swapped,-1,8,"-2,0,3,0,3,7,5,0,7,5,0,10,7,-2,5,3","-2,0,3,0,3,7,5,7,0,5,0,10,7,-2,5,3","-2,0,3,0,3,7,5,0,6,5,0,10,7,-2,5,3",false,
S1C1617,3,diatonic,"3,1,0,2,0,4,1,0,3,5,1,3,4,5,3,5",swapped,shifted,1,8,"5,1,-2,3,-2,8,1,-2,5,10,1,5,8,10,5,10","5,1,-2,3,-2,8,1,5,-2,10,1,5,8,10,5,10","5,1,-2,3,-2,8,1,-2,6,10,1,5,8,10,5,10",false,
