Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1236,3,chromatic,"6,2,8,3,7,5,0,7,4,7,1,8",shifted,swapped,-1,5,"7,2,9,3,8,6,-2,8,4,8,0,9","7,2,9,3,8,-2,6,8,4,8,0,9","7,2,9,3,8,5,-2,8,4,8,0,9",false,
S1C1236,3,chromatic,"6,7,4,8,5,0,3,6,2,1,4,2",swapped,shifted,1,6,"7,8,3,9,6,-3,0,7,-1,-2,3,-1","7,8,3,9,6,0,-3,7,-1,-2,3,-1","7,8,3,9,6,-3,1,7,-1,-2,3,-1",false,
S1C1236,3,chromatic,"0,2,7,8,4,2,1,3,6,5,0,8",swapped,shifted,-1,6,"-2,1,6,9,3,1,0,2,5,4,-2,9","-2,1,6,9,3,0,1,2,5,4,-2,9","-2,1,6,9,3,1,-1,2,5,4,-2,9",false,
S1C1236,3,chromatic,"1,2,0,3,4,2,6,3,4,0,3,5",shifted,swapped,1,6,"2,3,-1,4,5,3,7,4,5,-1,4,6","2,3,-1,4,5,7,3,4,5,-1,4,6","2,3,-1,4,5,3,8,4,5,-1,4,6",false,
S1C1236,3,diatonic,"3,1,0,2,5,1,2,0,4,2,4,5",shifted,swapped,1,6,"4,-1,-3,2,9,-1,2,-3,6,2,6,9","4,-1,-3,2,9,2,-1,-3,6,2,6,9","4,-1,-3,2,9,-1,3,-3,6,2,6,9",false,
S1C1236,3,diatonic,"1,0,2,0,3,2,5,0,4,5,4,1",swapped,shifted,1,6,"0,-3,2,-3,5,2,9,-3,7,9,7,0","0,-3,2,-3,5,9,2,-3,7,9,7,0","0,-3,2,-3,5,2,10,-3,7,9,7,0",false,
S1C1236,3,chromatic,"3,0,2,4,9,7,6,0,5,8,3,1",swapped,shifted,-1,5,"1,-3,0,2,9,7,5,-3,4,8,1,-2","1,-3,0,2,9,5,7,-3,4,8,1,-2","1,-3,0,2,9,6,5,-3,4,8,1,-2",false,
S1C1236,3,diatonic,"1,0,1,4,2,1,5,4,3,4,0,1",shifted,swapped,-1,5,"0,-3,0,7,2,0,9,7,5,7,-3,0","0,-3,0,7,2,9,0,7,5,7,-3,0","0,-3,0,7,2,-1,9,7,5,7,-3,0",false,
S1C1236,3,diatonic,"2,0,3,1,0,3,4,5,1,0,2,3",shifted,swapped,-1,5,"2,-3,4,-1,-3,4,7,9,-1,-3,2,4","2,-3,4,-1,-3,7,4,9,-1,-3,2,4","2,-3,4,-1,-3,3,7,9,-1,-3,2,4",false,
S1C1236,3,diatonic,"5,4,1,0,1,2,5,1,0,2,3,1",swapped,shifted,-1,5,"9,6,-1,-3,-1,2,9,-1,-3,2,4,-1","9,6,-1,-3,-1,9,2,-1,-3,2,4,-1","9,6,-1,-3,-1,1,9,-1,-3,2,4,-1",false,
S1C1236,3,diatonic,"2,4,3,5,3,0,1,3,4,2,1,3",swapped,shifted,-1,6,"1,6,4,9,4,-3,-1,4,6,1,-1,4","1,6,4,9,4,-1,-3,4,6,1,-1,4","1,6,4,9,4,-3,-2,4,6,1,-1,4",false,
S1C1236,3,chromatic,"5,7,8,7,6,3,2,0,7,2,1,4",swapped,shifted,-1,5,"6,8,9,8,7,3,1,-2,8,1,-1,4","6,8,9,8,7,1,3,-2,8,1,-1,4","6,8,9,8,7,2,1,-2,8,1,-1,4",false,
S1C1236,3,chromatic,"7,4,7,5,2,1,3,4,5,6,5,0",shifted,swapped,1,6,"9,5,9,7,0,-1,2,5,7,8,7,-2","9,5,9,7,0,2,-1,5,7,8,7,-2","9,5,9,7,0,-1,3,5,7,8,7,-2",false,
S1C1236,3,diatonic,"2,3,5,3,1,5,3,2,4,5,0,2",swapped,shifted,1,5,"1,4,9,4,-1,9,4,1,6,9,-3,1","1,4,9,4,-1,4,9,1,6,9,-3,1","1,4,9,4,-1,10,4,1,6,9,-3,1",false,
S1C1236,3,diatonic,"3,1,2,0,3,1,2,4,3,2,1,3",swapped,shifted,1,6,"4,0,2,-3,4,0,2,7,4,2,0,4","4,0,2,-3,4,2,0,7,4,2,0,4","4,0,2,-3,4,0,3,7,4,2,0,4",false,
S1C1236,3,chromatic,"0,2,4,3,5,1,0,5,3,0,3,4",shifted,swapped,1,5,"-3,2,4,3,5,-1,-3,5,3,-3,3,4","-3,2,4,3,5,-3,-1,5,3,-3,3,4","-3,2,4,3,5,0,-3,5,3,-3,3,4",false,
S1C1236,3,diatonic,"1,2,3,1,3,0,2,1,5,2,0,4",shifted,swapped,-1,5,"0,2,4,0,4,-3,2,0,9,2,-3,7","0,2,4,0,4,2,-3,0,9,2,-3,7","0,2,4,0,4,-4,2,0,9,2,-3,7",false,
S1C1236,3,diatonic,"3,1,2,4,3,1,0,5,4,5,2,5",shifted,swapped,1,6,"4,-1,2,7,4,-1,-3,9,7,9,2,9","4,-1,2,7,4,-3,-1,9,7,9,2,9","4,-1,2,7,4,-1,-2,9,7,9,2,9",false,
S1C1236,3,chromatic,"3,5,3,5,0,4,1,6,4,2,4,2",shifted,swapped,-1,5,"2,6,2,6,-3,5,-2,9,5,-1,5,-1","2,6,2,6,-3,-2,5,9,5,-1,5,-1","2,6,2,6,-3,4,-2,9,5,-1,5,-1",false,
S1C1236,3,chromatic,"0,2,0,2,5,3,6,7,4,5,1,0",swapped,shifted,1,6,"-3,1,-3,1,5,2,6,9,3,5,-2,-3","-3,1,-3,1,5,6,2,9,3,5,-2,-3","-3,1,-3,1,5,2,7,9,3,5,-2,-3",false,
