Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1680,5,chromatic,"6,4,6,2,1,7,2,5,7,0,3,5,0,2,0,6",shifted,swapped,-1,8,"12,10,12,8,4,14,8,11,14,3,9,11,3,8,3,12","12,10,12,8,4,14,8,14,11,3,9,11,3,8,3,12","12,10,12,8,4,14,8,11,13,3,9,11,3,8,3,12",false,
S1C1680,5,chromatic,"8,6,2,7,2,6,3,2,6,4,2,9,0,1,5,3",swapped,shifted,1,7,"13,10,4,12,4,10,6,4,10,7,4,14,2,3,9,6","13,10,4,12,4,10,6,10,4,7,4,14,2,3,9,6","13,10,4,12,4,10,6,5,10,7,4,14,2,3,9,6",false,
S1C1680,5,diatonic,"5,3,4,3,1,3,0,3,2,4,2,3,5,3,5,1",shifted,swapped,-1,7,"10,6,8,6,1,6,-2,6,3,8,3,6,10,6,10,1","10,6,8,6,1,6,-2,3,6,8,3,6,10,6,10,1","10,6,8,6,1,6,-2,5,3,8,3,6,10,6,10,1",false,
S1C1680,5,diatonic,"0,1,4,5,3,2,1,5,2,3,1,2,0,4,1,3",shifted,swapped,1,7,"-2,0,7,10,5,2,0,10,2,5,0,2,-2,7,0,5","-2,0,7,10,5,2,0,2,10,5,0,2,-2,7,0,5","-2,0,7,10,5,2,0,11,2,5,0,2,-2,7,0,5",false,
S1C1680,5,diatonic,"5,3,1,3,0,2,4,2,0,4,0,4,2,1,2,0",shifted,swapped,-1,7,"10,5,0,5,-2,3,8,3,-2,8,-2,8,3,0,3,-2","10,5,0,5,-2,3,8,-2,3,8,-2,8,3,0,3,-2","10,5,0,5,-2,3,8,2,-2,8,-2,8,3,0,3,-2",false,
S1C1680,5,diatonic,"5,4,5,3,0,4,0,2,1,4,3,2,0,4,2,3",swapped,shifted,-1,8,"10,8,10,6,-2,8,-2,3,1,8,6,3,-2,8,3,6","10,8,10,6,-2,8,-2,1,3,8,6,3,-2,8,3,6","10,8,10,6,-2,8,-2,3,0,8,6,3,-2,8,3,6",false,
S1C1680,5,chromatic,"4,0,4,2,8,10,7,10,6,5,9,10,3,1,5,2",shifted,swapped,1,8,"7,2,7,4,12,14,11,14,9,8,13,14,5,3,8,4","7,2,7,4,12,14,11,9,14,8,13,14,5,3,8,4","7,2,7,4,12,14,11,14,10,8,13,14,5,3,8,4",false,
S1C1680,5,diatonic,"2,1,3,4,1,4,5,2,1,0,2,1,2,5,2,4",shifted,swapped,1,8,"3,0,5,8,0,8,10,3,0,-2,3,0,3,10,3,8","3,0,5,8,0,8,10,0,3,-2,3,0,3,10,3,8","3,0,5,8,0,8,10,3,1,-2,3,0,3,10,3,8",false,
S1C1680,5,chromatic,"1,6,9,3,2,10,9,5,4,7,5,8,0,1,9,10",swapped,shifted,1,7,"3,9,12,5,4,13,12,7,6,10,7,11,2,3,12,13","3,9,12,5,4,13,12,6,7,10,7,11,2,3,12,13","3,9,12,5,4,13,12,8,6,10,7,11,2,3,12,13",false,
S1C1680,5,diatonic,"5,4,2,3,2,5,1,2,0,1,5,2,4,0,3,4",swapped,shifted,1,8,"10,7,3,5,3,10,0,3,-2,0,10,3,7,-2,5,7","10,7,3,5,3,10,0,-2,3,0,10,3,7,-2,5,7","10,7,3,5,3,10,0,3,-1,0,10,3,7,-2,5,7",false,
