Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1681,4,chromatic,"1,5,0,5,2,5,3,2,4,1,4,1,2,6,7,4",swapped,shifted,-1,7,"0,6,-1,6,2,6,3,2,5,0,5,0,2,7,9,5","0,6,-1,6,2,6,3,5,2,0,5,0,2,7,9,5","0,6,-1,6,2,6,3,1,5,0,5,0,2,7,9,5",false,
S1C1681,4,diatonic,"0,2,3,2,0,1,5,1,2,5,3,4,2,5,2,5",swapped,shifted,-1,7,"2,7,9,7,2,5,14,5,7,14,9,12,7,14,7,14","2,7,9,7,2,5,14,7,5,14,9,12,7,14,7,14","2,7,9,7,2,5,14,4,7,14,9,12,7,14,7,14",false,
S1C1681,4,diatonic,"2,4,3,4,1,3,2,0,3,2,1,5,3,1,4,5",shifted,swapped,1,7,"7,12,9,12,5,9,7,2,9,7,5,14,9,5,12,14","7,12,9,12,5,9,7,9,2,7,5,14,9,5,12,14","7,12,9,12,5,9,7,3,9,7,5,14,9,5,12,14",false,
S1C1681,4,diatonic,"1,3,4,3,1,0,4,3,5,2,0,3,2,4,3,1",swapped,shifted,1,8,"5,10,12,10,5,2,12,10,14,7,2,10,7,12,10,5","5,10,12,10,5,2,12,14,10,7,2,10,7,12,10,5","5,10,12,10,5,2,12,10,15,7,2,10,7,12,10,5",false,
S1C1681,4,diatonic,"4,3,2,5,4,5,1,0,3,1,0,2,3,1,3,2",shifted,swapped,1,8,"12,9,7,14,12,14,4,2,9,4,2,7,9,4,9,7","12,9,7,14,12,14,4,9,2,4,2,7,9,4,9,7","12,9,7,14,12,14,4,2,10,4,2,7,9,4,9,7",false,
S1C1681,4,diatonic,"5,3,5,2,0,3,4,1,3,4,2,0,3,0,3,1",shifted,swapped,-1,7,"14,10,14,7,2,10,12,5,10,12,7,2,10,2,10,5","14,10,14,7,2,10,12,10,5,12,7,2,10,2,10,5","14,10,14,7,2,10,12,4,10,12,7,2,10,2,10,5",false,
S1C1681,4,chromatic,"3,1,0,2,9,4,8,3,5,2,6,8,7,9,4,2",shifted,swapped,-1,8,"1,-2,-3,0,9,2,8,1,4,0,5,8,6,9,2,0","1,-2,-3,0,9,2,8,4,1,0,5,8,6,9,2,0","1,-2,-3,0,9,2,8,1,3,0,5,8,6,9,2,0",false,
S1C1681,4,diatonic,"1,3,4,2,0,3,2,3,4,5,2,3,1,3,5,1",swapped,shifted,1,7,"4,9,11,7,2,9,7,9,11,14,7,9,4,9,14,4","4,9,11,7,2,9,7,11,9,14,7,9,4,9,14,4","4,9,11,7,2,9,7,10,11,14,7,9,4,9,14,4",false,
S1C1681,4,chromatic,"3,0,4,1,2,7,0,4,5,6,4,5,2,0,8,4",shifted,swapped,-1,8,"0,-3,1,-2,-1,8,-3,1,3,5,1,3,-1,-3,9,1","0,-3,1,-2,-1,8,-3,3,1,5,1,3,-1,-3,9,1","0,-3,1,-2,-1,8,-3,1,2,5,1,3,-1,-3,9,1",false,
S1C1681,4,diatonic,"4,2,1,4,5,4,3,1,2,3,0,5,0,3,2,0",shifted,swapped,-1,8,"12,7,4,12,14,12,9,4,7,9,2,14,2,9,7,2","12,7,4,12,14,12,9,7,4,9,2,14,2,9,7,2","12,7,4,12,14,12,9,4,6,9,2,14,2,9,7,2",false,
