Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0802,2,chromatic,"3,5,2,1,4,0,4,6",swapped,shifted,1,4,"1,5,-1,-2,3,-3,3,6","1,5,-1,3,-2,-3,3,6","1,5,-1,-2,4,-3,3,6",false,
S1C0802,2,diatonic,"2,3,4,1,2,5,2,0",shifted,swapped,1,4,"2,5,7,0,2,10,2,-2","2,5,7,2,0,10,2,-2","2,5,7,0,3,10,2,-2",false,
S1C0802,2,chromatic,"0,2,5,3,4,2,1,4",shifted,swapped,-1,4,"-2,4,9,5,8,4,-1,8","-2,4,9,8,5,4,-1,8","-2,4,9,5,7,4,-1,8",false,
S1C0802,2,chromatic,"2,5,0,2,1,4,0,3",swapped,shifted,-1,3,"0,4,-3,0,-2,3,-3,2","0,4,-3,-2,0,3,-3,2","0,4,-3,-1,-2,3,-3,2",false,
S1C0802,2,diatonic,"4,2,0,2,3,1,3,1",swapped,shifted,-1,4,"10,5,0,5,7,2,7,2","10,5,0,7,5,2,7,2","10,5,0,5,6,2,7,2",false,
S1C0802,2,diatonic,"2,1,3,0,1,2,5,4",shifted,swapped,-1,4,"3,1,6,-2,1,3,10,8","3,1,6,1,-2,3,10,8","3,1,6,-2,0,3,10,8",false,
S1C0802,2,diatonic,"5,3,4,5,1,2,5,0",swapped,shifted,-1,3,"10,5,8,10,1,3,10,-2","10,5,8,1,10,3,10,-2","10,5,8,9,1,3,10,-2",false,
S1C0802,2,chromatic,"5,4,1,0,5,2,3,4",shifted,swapped,1,3,"9,8,4,0,9,5,6,8","9,8,4,9,0,5,6,8","9,8,4,1,9,5,6,8",false,
S1C0802,2,diatonic,"4,3,0,3,4,2,5,1",swapped,shifted,-1,4,"7,5,-2,5,7,3,10,0","7,5,-2,7,5,3,10,0","7,5,-2,5,6,3,10,0",false,
S1C0802,2,chromatic,"3,4,5,4,1,0,3,2",swapped,shifted,1,3,"4,5,8,5,1,-2,4,2","4,5,8,1,5,-2,4,2","4,5,8,6,1,-2,4,2",false,
S1C0802,2,diatonic,"3,1,4,1,2,4,0,3",shifted,swapped,-1,3,"8,3,10,3,5,10,1,8","8,3,10,5,3,10,1,8","8,3,10,2,5,10,1,8",false,
S1C0802,2,diatonic,"4,2,0,3,4,1,2,0",shifted,swapped,1,3,"8,3,-2,5,8,0,3,-2","8,3,-2,8,5,0,3,-2","8,3,-2,6,8,0,3,-2",false,
S1C0802,2,diatonic,"1,3,4,1,2,0,1,0",shifted,swapped,1,3,"3,8,10,3,5,0,3,0","3,8,10,5,3,0,3,0","3,8,10,4,5,0,3,0",false,
S1C0802,2,chromatic,"4,3,4,2,1,0,2,3",shifted,swapped,-1,3,"9,8,9,6,4,-1,6,8","9,8,9,4,6,-1,6,8","9,8,9,5,4,-1,6,8",false,
S1C0802,2,diatonic,"1,3,4,3,0,1,3,2",swapped,shifted,1,4,"3,8,10,8,1,3,8,6","3,8,10,1,8,3,8,6","3,8,10,8,2,3,8,6",false,
S1C0802,2,chromatic,"2,4,1,5,3,0,1,6",shifted,swapped,1,4,"1,5,0,6,2,-2,0,9","1,5,0,2,6,-2,0,9","1,5,0,6,3,-2,0,9",false,
S1C0802,2,chromatic,"3,4,6,7,2,1,0,5",shifted,swapped,-1,3,"2,3,7,9,1,0,-3,4","2,3,7,1,9,0,-3,4","2,3,7,8,1,0,-3,4",false,
S1C0802,2,diatonic,"1,0,2,1,4,2,3,1",swapped,shifted,1,3,"0,-2,3,0,7,3,5,0","0,-2,3,7,0,3,5,0","0,-2,3,1,7,3,5,0",false,
S1C0802,2,chromatic,"6,5,6,1,4,0,3,2",swapped,shifted,-1,4,"6,4,6,-2,3,-3,1,0","6,4,6,3,-2,-3,1,0","6,4,6,-2,2,-3,1,0",false,
S1C0802,2,chromatic,"2,3,5,4,0,6,1,4",swapped,shifted,1,4,"4,5,8,7,-1,9,3,7","4,5,8,-1,7,9,3,7","4,5,8,7,0,9,3,7",false,
