Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0851,6,chromatic,"7,4,2,1,6,3,0,5",swapped,shifted,1,3,"11,6,4,2,10,5,1,9","11,6,4,10,2,5,1,9","11,6,4,3,10,5,1,9",false,
S1C0851,6,diatonic,"5,4,2,0,1,3,4,2",shifted,swapped,1,4,"10,8,3,-2,0,5,8,3","10,8,3,0,-2,5,8,3","10,8,3,-2,1,5,8,3",false,
S1C0851,6,diatonic,"4,2,0,1,3,0,1,2",swapped,shifted,1,3,"8,3,-2,1,6,-2,1,3","8,3,-2,6,1,-2,1,3","8,3,-2,2,6,-2,1,3",false,
S1C0851,6,diatonic,"2,4,2,1,0,3,0,1",swapped,shifted,1,3,"3,7,3,0,-2,5,-2,0","3,7,3,-2,0,5,-2,0","3,7,3,1,-2,5,-2,0",false,
S1C0851,6,diatonic,"4,5,4,3,2,0,4,1",swapped,shifted,1,4,"8,10,8,6,3,-2,8,1","8,10,8,3,6,-2,8,1","8,10,8,6,4,-2,8,1",false,
S1C0851,6,chromatic,"6,5,3,1,4,2,0,5",swapped,shifted,-1,4,"11,10,4,2,8,3,-1,10","11,10,4,8,2,3,-1,10","11,10,4,2,7,3,-1,10",false,
S1C0851,6,diatonic,"4,3,4,1,2,4,0,1",shifted,swapped,-1,4,"7,5,7,0,2,7,-2,0","7,5,7,2,0,7,-2,0","7,5,7,0,1,7,-2,0",false,
S1C0851,6,chromatic,"2,3,5,4,3,5,0,1",shifted,swapped,-1,3,"2,3,7,5,3,7,-1,1","2,3,7,3,5,7,-1,1","2,3,7,4,3,7,-1,1",false,
S1C0851,6,chromatic,"0,2,6,3,5,4,1,3",shifted,swapped,1,4,"1,5,11,7,9,8,3,7","1,5,11,9,7,8,3,7","1,5,11,7,10,8,3,7",false,
S1C0851,6,chromatic,"4,5,2,0,3,6,0,1",swapped,shifted,1,4,"7,8,1,-1,4,9,-1,0","7,8,1,4,-1,9,-1,0","7,8,1,-1,5,9,-1,0",false,
S1C0851,6,diatonic,"2,0,2,4,1,5,1,3",shifted,swapped,-1,4,"3,-2,3,8,1,10,1,5","3,-2,3,1,8,10,1,5","3,-2,3,8,0,10,1,5",false,
S1C0851,6,chromatic,"6,3,4,5,1,3,0,2",swapped,shifted,-1,3,"11,6,7,10,1,6,0,2","11,6,7,1,10,6,0,2","11,6,7,9,1,6,0,2",false,
S1C0851,6,chromatic,"2,5,3,7,4,6,1,0",shifted,swapped,-1,4,"3,9,5,11,7,10,1,0","3,9,5,7,11,10,1,0","3,9,5,11,6,10,1,0",false,
S1C0851,6,chromatic,"2,4,5,1,6,0,3,2",shifted,swapped,1,3,"2,4,5,0,8,-1,3,2","2,4,5,8,0,-1,3,2","2,4,5,1,8,-1,3,2",false,
S1C0851,6,diatonic,"2,4,3,1,0,3,0,2",swapped,shifted,-1,3,"3,7,5,0,-2,5,-2,3","3,7,5,-2,0,5,-2,3","3,7,5,-1,-2,5,-2,3",false,
S1C0851,6,chromatic,"3,0,4,1,6,2,6,5",shifted,swapped,1,4,"3,0,4,1,7,2,7,6","3,0,4,7,1,2,7,6","3,0,4,1,8,2,7,6",false,
S1C0851,6,diatonic,"1,2,3,4,1,0,2,4",shifted,swapped,-1,3,"3,5,8,10,3,0,5,10","3,5,8,3,10,0,5,10","3,5,8,9,3,0,5,10",false,
S1C0851,6,chromatic,"3,4,5,2,0,6,1,2",swapped,shifted,-1,3,"4,7,8,3,0,10,1,3","4,7,8,0,3,10,1,3","4,7,8,2,0,10,1,3",false,
S1C0851,6,diatonic,"1,2,0,2,4,0,2,3",shifted,swapped,1,3,"0,2,-2,2,7,-2,2,5","0,2,-2,7,2,-2,2,5","0,2,-2,3,7,-2,2,5",false,
S1C0851,6,diatonic,"0,2,1,4,3,5,2,0",swapped,shifted,-1,4,"-2,3,1,8,5,10,3,-2","-2,3,1,5,8,10,3,-2","-2,3,1,8,4,10,3,-2",false,
