Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1683,2,chromatic,"8,4,5,6,4,6,3,6,0,2,7,3,1,4,2,5",swapped,shifted,-1,8,"9,3,5,6,3,6,2,6,-3,-1,7,2,-2,3,-1,5","9,3,5,6,3,6,2,-3,6,-1,7,2,-2,3,-1,5","9,3,5,6,3,6,2,6,-4,-1,7,2,-2,3,-1,5",false,
S1C1683,2,chromatic,"1,2,5,7,8,3,9,6,3,4,8,1,0,4,3,1",shifted,swapped,1,8,"0,1,5,7,8,2,9,6,2,4,8,0,-2,4,2,0","0,1,5,7,8,2,9,2,6,4,8,0,-2,4,2,0","0,1,5,7,8,2,9,6,3,4,8,0,-2,4,2,0",false,
S1C1683,2,chromatic,"4,0,1,7,6,4,5,6,10,0,5,4,2,8,3,9",swapped,shifted,1,7,"1,-3,-2,6,3,1,2,3,9,-3,2,1,-1,7,0,8","1,-3,-2,6,3,1,2,9,3,-3,2,1,-1,7,0,8","1,-3,-2,6,3,1,2,4,9,-3,2,1,-1,7,0,8",false,
S1C1683,2,diatonic,"1,0,1,2,4,0,4,1,3,0,3,4,2,3,2,1",swapped,shifted,-1,7,"-1,-3,-1,2,7,-3,7,-1,4,-3,4,7,2,4,2,-1","-1,-3,-1,2,7,-3,7,4,-1,-3,4,7,2,4,2,-1","-1,-3,-1,2,7,-3,7,-2,4,-3,4,7,2,4,2,-1",false,
S1C1683,2,diatonic,"2,4,1,4,1,2,5,4,2,0,2,5,2,5,3,1",shifted,swapped,-1,7,"2,7,0,7,0,2,9,7,2,-3,2,9,2,9,5,0","2,7,0,7,0,2,9,2,7,-3,2,9,2,9,5,0","2,7,0,7,0,2,9,6,2,-3,2,9,2,9,5,0",false,
S1C1683,2,diatonic,"2,4,1,4,5,3,1,4,2,1,0,1,0,3,0,4",swapped,shifted,1,8,"2,7,0,7,9,4,0,7,2,0,-3,0,-3,4,-3,7","2,7,0,7,9,4,0,2,7,0,-3,0,-3,4,-3,7","2,7,0,7,9,4,0,7,3,0,-3,0,-3,4,-3,7",false,
S1C1683,2,diatonic,"1,3,1,2,1,4,2,3,5,4,0,2,3,5,3,1",shifted,swapped,1,8,"-1,4,-1,2,-1,6,2,4,9,6,-3,2,4,9,4,-1","-1,4,-1,2,-1,6,2,9,4,6,-3,2,4,9,4,-1","-1,4,-1,2,-1,6,2,4,10,6,-3,2,4,9,4,-1",false,
S1C1683,2,chromatic,"0,4,0,1,6,7,0,5,3,7,2,6,4,3,2,8",swapped,shifted,1,8,"-3,3,-3,-2,7,8,-3,4,1,8,-1,7,3,1,-1,9","-3,3,-3,-2,7,8,-3,1,4,8,-1,7,3,1,-1,9","-3,3,-3,-2,7,8,-3,4,2,8,-1,7,3,1,-1,9",false,
S1C1683,2,diatonic,"1,3,0,1,4,0,2,4,5,3,0,3,2,0,2,5",swapped,shifted,-1,7,"-1,4,-3,-1,7,-3,2,7,9,4,-3,4,2,-3,2,9","-1,4,-3,-1,7,-3,2,9,7,4,-3,4,2,-3,2,9","-1,4,-3,-1,7,-3,2,6,9,4,-3,4,2,-3,2,9",false,
S1C1683,2,chromatic,"3,7,3,9,4,8,2,4,1,2,8,9,6,8,0,5",swapped,shifted,-1,7,"0,6,0,8,2,7,-1,2,-2,-1,7,8,4,7,-3,3","0,6,0,8,2,7,-1,-2,2,-1,7,8,4,7,-3,3","0,6,0,8,2,7,-1,1,-2,-1,7,8,4,7,-3,3",false,
