Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1212,4,diatonic,"2,4,5,4,3,1,2,0,4,2,0,2",swapped,shifted,-1,6,"3,8,10,8,5,0,3,-2,8,3,-2,3","3,8,10,8,5,3,0,-2,8,3,-2,3","3,8,10,8,5,0,2,-2,8,3,-2,3",false,
S1C1212,4,diatonic,"2,4,5,2,4,5,1,2,1,0,3,1",swapped,shifted,1,6,"3,8,10,3,8,10,1,3,1,-2,5,1","3,8,10,3,8,1,10,3,1,-2,5,1","3,8,10,3,8,10,2,3,1,-2,5,1",false,
S1C1212,4,chromatic,"0,1,6,0,4,7,3,5,2,7,5,2",swapped,shifted,-1,5,"2,5,10,2,8,12,7,9,6,12,9,6","2,5,10,2,8,7,12,9,6,12,9,6","2,5,10,2,8,11,7,9,6,12,9,6",false,
S1C1212,4,diatonic,"0,1,3,4,3,4,5,0,5,0,2,4",shifted,swapped,1,5,"-2,0,5,7,5,7,10,-2,10,-2,3,7","-2,0,5,7,5,10,7,-2,10,-2,3,7","-2,0,5,7,5,8,10,-2,10,-2,3,7",false,
S1C1212,4,diatonic,"0,1,2,4,3,2,1,3,1,2,0,4",shifted,swapped,1,5,"0,3,5,10,7,5,3,7,3,5,0,10","0,3,5,10,7,3,5,7,3,5,0,10","0,3,5,10,7,6,3,7,3,5,0,10",false,
S1C1212,4,chromatic,"0,5,2,4,7,5,8,0,1,6,3,9",swapped,shifted,1,6,"2,8,5,7,10,8,11,2,4,9,6,14","2,8,5,7,10,11,8,2,4,9,6,14","2,8,5,7,10,8,12,2,4,9,6,14",false,
S1C1212,4,chromatic,"5,3,4,7,5,1,0,5,4,6,7,2",swapped,shifted,-1,5,"12,10,11,14,12,7,2,12,11,13,14,9","12,10,11,14,12,2,7,12,11,13,14,9","12,10,11,14,12,6,2,12,11,13,14,9",false,
S1C1212,4,diatonic,"1,3,4,1,0,1,4,3,5,3,4,2",swapped,shifted,1,6,"1,6,8,1,-2,1,8,6,10,6,8,3","1,6,8,1,-2,8,1,6,10,6,8,3","1,6,8,1,-2,1,9,6,10,6,8,3",false,
S1C1212,4,chromatic,"5,2,3,4,6,0,2,1,5,2,0,1",shifted,swapped,1,6,"12,6,8,11,14,4,6,5,12,6,4,5","12,6,8,11,14,6,4,5,12,6,4,5","12,6,8,11,14,4,7,5,12,6,4,5",false,
S1C1212,4,diatonic,"1,3,4,1,4,2,0,4,3,5,2,5",swapped,shifted,-1,6,"1,5,8,1,8,3,-2,8,5,10,3,10","1,5,8,1,8,-2,3,8,5,10,3,10","1,5,8,1,8,3,-3,8,5,10,3,10",false,
S1C1212,4,chromatic,"5,4,6,5,3,1,0,3,0,2,6,5",shifted,swapped,1,5,"13,12,14,13,10,4,3,10,3,6,14,13","13,12,14,13,10,3,4,10,3,6,14,13","13,12,14,13,10,5,3,10,3,6,14,13",false,
S1C1212,4,chromatic,"5,3,0,4,3,4,2,1,2,1,5,4",shifted,swapped,-1,5,"14,9,3,11,9,11,7,4,7,4,14,11","14,9,3,11,9,7,11,4,7,4,14,11","14,9,3,11,9,10,7,4,7,4,14,11",false,
S1C1212,4,chromatic,"1,0,1,0,3,2,0,3,0,6,5,4",swapped,shifted,-1,6,"3,2,3,2,5,4,2,5,2,14,12,6","3,2,3,2,5,2,4,5,2,14,12,6","3,2,3,2,5,4,1,5,2,14,12,6",false,
S1C1212,4,chromatic,"0,1,0,4,6,5,2,3,4,3,1,0",shifted,swapped,-1,5,"2,3,2,7,11,10,5,6,7,6,3,2","2,3,2,7,11,5,10,6,7,6,3,2","2,3,2,7,11,9,5,6,7,6,3,2",false,
S1C1212,4,diatonic,"0,1,3,4,2,3,4,2,3,2,5,2",shifted,swapped,-1,5,"-2,0,5,7,2,5,7,2,5,2,10,2","-2,0,5,7,2,7,5,2,5,2,10,2","-2,0,5,7,2,4,7,2,5,2,10,2",false,
S1C1212,4,diatonic,"2,4,5,3,0,3,4,5,0,1,3,4",shifted,swapped,-1,6,"2,7,10,5,-2,5,7,10,-2,0,5,7","2,7,10,5,-2,7,5,10,-2,0,5,7","2,7,10,5,-2,5,6,10,-2,0,5,7",false,
S1C1212,4,chromatic,"1,2,3,5,6,5,1,7,3,4,0,5",shifted,swapped,1,6,"3,5,6,9,11,9,3,13,6,8,2,9","3,5,6,9,11,3,9,13,6,8,2,9","3,5,6,9,11,9,4,13,6,8,2,9",false,
S1C1212,4,diatonic,"2,3,2,5,3,2,5,4,1,0,2,5",shifted,swapped,-1,5,"3,5,3,10,5,3,10,8,0,-2,3,10","3,5,3,10,5,10,3,8,0,-2,3,10","3,5,3,10,5,2,10,8,0,-2,3,10",false,
S1C1212,4,diatonic,"3,2,3,4,3,4,2,0,4,1,2,0",swapped,shifted,1,5,"8,6,8,10,8,10,6,1,10,3,6,1","8,6,8,10,8,6,10,1,10,3,6,1","8,6,8,10,8,11,6,1,10,3,6,1",false,
S1C1212,4,chromatic,"3,2,0,2,4,5,3,2,5,3,5,1",swapped,shifted,1,6,"7,6,2,6,9,14,7,6,14,7,14,4","7,6,2,6,9,7,14,6,14,7,14,4","7,6,2,6,9,14,8,6,14,7,14,4",false,
